locus,1042876.5_PID,1081940.5_PID,1150601.3_PID,1193146.3_PID,1193499.3_PID,1196325.3_PID,1211579.3_PID,1215087.7_PID,1215088.3_PID,1218169.3_PID,1240350.3_PID,1331671.3_PID,1399145.3_PID,1410521.3_PID,1410669.4_PID,1449986.3_PID,160488.4.RefSeq_PID,160488.4_PID,231023.4_PID,303.139_PID,303.140_PID,303.142_PID,303.167_PID,303.169_PID,303.170_PID,303.171_PID,303.172_PID,303.175_PID,303.176_PID,303.177_PID,303.178_PID,303.179_PID,303.180_PID,303.187_PID,303.188_PID,303.189_PID,303.192_PID,303.199_PID,303.200_PID,303.203_PID,303.204_PID,303.209_PID,303.212_PID,303.214_PID,303.215_PID,303.234_PID,303.237_PID,303.397_PID,303.398_PID,303.409_PID,303.410_PID,303.411_PID,303.424_PID,303.425_PID,303.426_PID,303.427_PID,303.429_PID,303.430_PID,303.431_PID,303.432_PID,303.447_PID,303.449_PID,303.450_PID,303.451_PID,303.452_PID,303.453_PID,303.473_PID,303.486_PID,303.487_PID,303.488_PID,303.489_PID,303.490_PID,303.491_PID,303.492_PID,303.493_PID,303.529_PID,303.531_PID,303.532_PID,303.533_PID,303.534_PID,303.535_PID,351746.6_PID,390235.5_PID,76869.5_PID,931281.3_PID,KT2440.csv_PID
PP_0472,100,100,100,100,100,100,,100,100,100,94.828,,94.828,100,,,100,100,100,100,,100,100,96.552,93.103,96.552,93.103,100,100,100,100,100,100,93.103,86.207,96.552,96.552,96.552,93.103,94.828,100,93.103,93.103,93.103,93.103,100,93.103,100,93.103,93.103,100,100,100,96.552,96.552,100,96.552,100,100,100,98.276,100,93.103,96.552,96.552,94.828,100,100,92.982,100,100,100,100,100,100,96.552,96.552,100,100,96.552,96.552,100,96.552,100,100,100
PP_0473,97.917,100,100,100,100,100,,100,97.917,97.917,97.917,,96.528,97.917,,100,100,100,100,100,96.528,100,97.917,100,96.528,100,93.793,100,100,100,97.917,100,100,96.528,87.5,95.833,95.833,100,97.222,97.222,100,97.222,97.222,97.222,97.222,100,93.793,100,92.414,93.793,99.306,100,100,100,98.611,100,100,100,100,100,100,100,93.793,100,100,97.917,100,100,96.528,100,100,100,97.222,97.222,100,100,100,100,100,100,100,100,100,,100,100
PP_0474,99.767,99.534,99.774,99.534,99.534,99.534,99.534,99.774,99.76,99.76,98.871,99.767,99.774,99.774,99.767,99.534,100,100,99.534,99.549,98.135,99.534,99.774,99.549,97.743,99.549,95.711,100,99.774,99.549,99.774,99.774,100,97.743,92.099,99.774,99.774,99.549,99.549,96.163,99.774,99.549,99.549,99.549,99.549,99.774,96.84,99.774,,95.711,99.549,99.774,99.549,99.549,99.549,100,99.549,99.549,99.549,99.549,99.774,99.549,96.84,99.774,99.774,99.097,99.549,99.549,98.871,99.549,99.549,99.549,99.323,99.323,99.549,99.549,99.549,99.774,99.774,99.549,99.549,99.534,99.549,99.767,99.767,100
PP_0475,100,100,100,100,100,100,100,100,100,100,97.368,100,100,100,100,100,100,100,100,100,,100,100,100,,97.368,100,100,100,100,100,100,100,,94.737,97.368,97.368,100,97.368,,100,97.368,97.368,97.368,97.368,100,100,100,100,100,100,100,100,100,97.368,100,100,100,100,100,100,100,100,100,100,97.368,100,100,97.368,100,100,100,100,100,100,100,97.368,100,100,100,97.368,100,100,100,100,100
PP_0476,99.153,100,100,100,100,100,100,100,99.153,99.153,100,100,98.305,99.153,100,100,100,100,100,100,94.068,100,99.153,100,95.763,99.153,95.763,100,100,99.153,99.153,100,100,95.763,91.525,100,100,100,99.153,98.305,98.305,100,100,100,100,100,95.763,100,96.61,95.763,100,100,99.153,100,99.153,100,100,100,100,100,100,100,96.61,100,100,100,100,100,98.305,99.153,99.153,99.153,100,100,100,100,99.153,100,98.305,100,99.153,100,99.153,100,100,100
PP_0477,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.45,100,100,100,98.45,100,98.45,100,100,100,100,100,100,98.45,98.45,100,100,100,100,98.45,100,100,100,100,100,99.225,98.45,99.225,98.45,98.45,100,100,100,100,100,100,100,100,100,100,100,100,98.45,100,100,100,100,100,99.225,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.225,100,100
PP_0478,99.515,100,100,100,100,100,99.515,100,99.515,99.515,98.544,99.515,99.515,99.515,99.515,99.515,100,100,100,100,96.117,100,99.515,99.515,95.146,98.058,90.777,100,100,100,99.515,99.515,100,95.146,85.922,99.029,99.029,99.515,98.058,95.146,99.515,98.058,98.058,98.058,98.058,99.515,92.718,99.515,89.806,90.777,98.544,100,100,99.515,98.544,100,99.515,100,100,100,99.515,100,90.777,99.515,99.515,98.544,100,100,98.544,100,100,100,98.544,98.544,100,99.515,98.058,100,99.515,99.515,98.058,100,98.058,99.515,100,100
PP_0479,100,100,100,100,100,100,99.7,100,100,100,100,100,100,100,100,100,100,100,100,100,99.399,100,100,100,99.399,100,99.099,100,100,100,100,100,100,99.399,96.096,100,100,100,100,99.399,100,100,100,100,100,100,99.399,100,99.099,99.099,100,100,100,100,100,100,100,100,100,100,100,100,99.399,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
PP_0480,100,100,100,100,100,100,100,100,100,100,99.219,100,100,100,100,100,100,100,100,100,96.19,100,100,100,96.875,100,90.625,100,100,100,100,100,100,96.875,94.574,100,100,100,100,98.438,100,100,100,100,100,100,92.188,100,89.844,90.625,100,100,100,100,99.219,100,100,100,100,100,100,100,89.844,100,100,99.219,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
PP_0481,97.495,99.582,99.791,99.165,99.165,99.374,97.286,99.791,97.077,,94.572,96.451,91.023,98.121,96.451,96.868,100,100,99.165,99.165,91.649,99.374,97.495,96.868,90.397,94.781,87.368,100,99.791,98.747,97.077,98.121,100,90.397,62.815,94.781,95.397,97.077,92.276,,94.363,91.858,92.067,91.858,91.858,97.286,88.285,97.286,81.59,87.368,94.781,100,98.956,96.868,94.99,100,96.242,99.165,99.165,98.956,96.451,99.374,88.47,95.616,95.825,94.154,99.165,99.165,91.023,99.165,99.165,98.956,94.99,94.99,99.582,96.868,94.572,100,94.154,97.286,94.363,99.165,94.154,97.286,99.791,100
PP_0482,99.351,100,100,100,100,100,100,100,99.351,99.351,98.052,100,96.104,99.351,100,99.351,100,100,100,100,90.909,100,99.351,99.351,89.61,98.052,83.66,100,100,100,99.351,98.701,100,89.61,80.519,98.052,98.052,100,88.961,87.662,98.701,88.961,88.961,88.961,88.961,99.351,81.699,99.351,83.117,83.66,99.351,100,100,100,99.351,100,99.351,100,100,100,100,100,85.621,98.052,98.052,98.701,100,100,88.961,100,100,100,99.351,99.351,99.351,99.351,98.701,100,98.701,100,98.701,100,98.701,99.351,100,100
PP_0483,98.941,99.576,99.894,99.682,99.682,99.682,98.941,99.894,98.941,,97.561,98.305,96.61,99.364,98.305,98.835,100,100,99.682,99.682,94.597,100,98.941,99.047,95.127,98.199,92.585,100,99.894,99.47,98.941,99.258,100,95.127,,98.411,98.305,98.941,96.822,94.597,98.941,96.928,96.928,96.928,96.928,99.047,92.585,99.047,91.949,92.585,99.153,99.894,99.47,98.835,97.458,100,99.153,99.788,99.788,99.788,98.305,99.788,92.585,97.881,97.987,97.246,99.682,99.682,95.233,99.47,99.47,99.47,98.835,98.835,99.576,99.047,98.305,99.894,98.835,98.941,98.305,99.682,98.199,99.047,99.894,100
PP_0484,96.767,99.138,99.138,99.138,99.138,98.922,97.414,98.922,96.983,,92.672,97.198,93.534,96.983,97.198,95.905,100,100,99.138,99.138,89.44,99.138,96.983,97.414,86.638,95.474,82.581,100,98.922,98.491,96.983,97.198,100,86.853,76.407,92.457,92.241,97.414,92.241,89.44,97.198,92.241,92.241,92.241,92.241,97.414,82.581,97.414,82.328,82.581,96.552,99.353,98.491,97.414,90.733,100,97.629,99.138,99.138,99.353,97.198,99.138,82.366,94.828,95.043,92.888,99.138,99.138,92.457,98.491,98.491,98.491,95.043,95.043,99.138,97.414,95.474,99.138,97.198,97.414,95.474,99.138,95.474,97.414,99.138,100
PP_0485,97.79,100,100,100,100,100,98.907,100,97.79,,,98.352,,98.343,98.352,,100,100,100,100,,100,97.79,98.907,,,,100,100,99.448,97.79,98.352,100,,,,,98.907,,,98.352,,,,,100,,99.448,,,97.79,100,99.448,98.907,95.028,100,98.361,100,100,100,98.352,100,,,,,100,100,,99.448,99.448,99.448,97.814,97.814,100,98.907,,100,98.352,98.907,,100,,100,100,100
PP_0486,93.043,98.261,98.523,98.261,98.261,97.826,84.483,98.945,92.826,,80.87,86.207,,87.292,85.991,,100,100,98.261,98.261,,97.978,93.261,,,86.393,,100,98.945,95.992,92.826,92.826,100,,,61.555,61.555,,,,,,,,,,,,,,,98.945,95.992,,,100,,97.89,97.89,98.261,85.774,97.89,,86.667,86.667,81.087,98.101,98.101,,95.781,95.781,95.781,86.266,86.266,98.945,,86.393,98.945,,84.483,86.393,98.261,85.961,,98.696,100
PP_0487,94.717,96.552,98.467,97.318,98.851,97.318,94.615,98.851,95.094,,,94.615,,96.154,94.615,,100,100,98.851,98.467,,96.935,94.717,,,95,,100,98.851,98.467,95.094,96.154,100,,,,,,,,,,,,,,,,,,,98.467,98.467,,,100,,97.318,97.318,98.851,94.615,98.084,,93.462,93.462,,97.318,97.701,,97.701,98.084,98.084,95.769,95.769,97.318,,95,98.851,,94.615,95,98.467,95.385,,98.467,100
PP_0488,93.227,99.209,99.209,98.419,97.233,98.419,84.462,98.814,94.024,,86.508,84.921,,94.024,84.524,,100,100,97.233,97.233,,98.419,93.227,,,,,100,98.814,97.619,94.024,93.676,100,,,,,,,,,,,,,,,,,,,98.814,97.619,,,100,,97.233,97.233,97.233,84.921,97.233,,92.46,92.46,87.302,98.419,96.838,,97.619,97.222,97.222,89.286,89.286,99.605,,85.259,98.814,,84.462,85.259,97.233,85.657,,99.209,100
PP_0490,96.835,99.684,100,100,99.684,100,98.101,100,96.519,,93.671,98.101,94.304,97.152,98.101,97.785,100,100,99.684,99.684,91.139,100,96.835,98.101,90.566,95.912,87.658,100,100,99.367,96.835,96.203,100,90.566,82.736,93.671,93.987,98.418,94.304,68.814,95.253,93.671,93.671,93.671,93.671,97.785,87.342,97.468,,87.658,98.734,99.684,99.367,98.101,93.987,100,98.101,100,100,99.684,97.785,100,87.975,98.418,98.418,93.038,99.684,99.684,,99.367,99.367,99.367,96.519,96.519,100,98.101,95.912,99.684,95.253,98.101,95.912,99.684,96.541,97.468,100,100
PP_0491,96.33,99.083,99.541,99.083,99.541,99.083,89.45,99.541,96.33,,91.284,89.908,89.908,95.872,89.908,88.532,100,100,99.541,99.541,84.404,99.083,96.33,89.908,84.36,90.826,80.583,100,99.541,98.165,95.872,94.954,100,84.36,74.129,92.661,92.661,89.45,90.826,,94.954,90.826,90.826,90.826,90.826,93.119,75,93.578,,79.612,92.202,99.541,98.165,89.908,87.156,100,89.45,99.083,99.083,99.541,89.45,98.624,75.238,89.908,89.908,90.826,99.083,99.083,,98.165,98.165,98.165,92.661,92.661,99.083,89.45,90.367,99.541,94.954,89.45,90.826,99.541,89.908,93.578,99.541,100
PP_0492,89.869,99.026,95.13,99.351,98.701,99.026,91.558,95.455,90.523,,84.641,92.857,80.719,89.869,92.857,85.948,100,,98.701,98.701,70.684,99.675,90.196,91.558,66.007,87.987,65.798,99.675,95.455,95.455,90.523,90.85,99.675,65.677,60,87.255,87.908,91.558,82.468,,88.235,82.143,82.143,82.143,82.143,92.81,64.379,92.484,,65.798,89.776,95.455,95.455,91.558,79.085,99.675,85.294,99.026,99.026,98.701,93.506,99.026,65.033,85.065,85.065,84.967,99.351,99.351,,95.455,95.455,95.455,88.235,88.235,99.026,91.883,88.889,95.455,87.908,91.558,87.937,98.701,88.254,92.484,95.455,100
PP_0493,95.368,99.158,99.368,98.947,98.947,98.947,95.368,99.579,95.158,,89.474,95.158,89.263,94.737,95.158,96.211,100,99.773,98.947,99.368,86.624,98.526,95.368,94.947,83.755,95.368,82.378,100,,98.316,95.158,96.421,100,83.755,79.565,93.053,92.842,95.579,91.789,,94.526,91.158,91.158,91.158,91.158,94.526,83.261,94.316,,82.378,95.789,99.579,98.316,94.947,92,100,95.579,98.947,98.947,98.947,95.368,98.526,81.953,94.737,94.737,90.526,99.158,98.947,,98.316,98.316,98.316,95.789,95.789,99.158,94.947,95.579,99.579,94.526,95.368,95.368,99.368,94.947,94.316,99.368,100
PP_0494,93.281,98.75,98.438,98.906,98.75,98.75,93.75,98.594,93.125,,83.125,92.031,84.252,92.344,92.031,92.344,100,99.844,98.75,99.063,77.953,98.906,93.281,93.906,74.646,87.656,70,100,98.438,97.344,93.125,92.813,100,75.118,,85.669,86.142,93.438,83.881,,89.688,84.351,84.351,84.351,84.351,93.75,67.868,93.75,,70,89.531,98.75,97.344,93.906,83.906,100,92.656,98.906,98.906,98.906,91.875,98.75,67.192,86.719,86.719,82.813,98.594,98.906,,97.344,97.344,97.5,89.063,89.063,98.594,93.906,87.813,98.594,89.063,93.75,87.5,99.063,87.969,93.75,98.75,100
PP_0495,91.589,98.48,98.784,98.784,98.48,98.48,91.489,98.784,90.966,,79.939,90.578,82.188,90.578,90.578,91.793,100,100,98.48,98.784,78.116,98.784,92.097,90.578,75,85.714,,100,98.784,95.441,91.489,93.313,100,74.085,,79.939,79.939,91.489,78.723,74.468,86.93,79.027,79.027,79.027,79.027,89.666,,89.97,,,86.585,99.088,95.441,91.185,79.331,100,92.401,98.48,98.48,98.784,90.881,98.784,,88.45,88.45,78.419,99.088,98.784,79.939,95.441,95.441,95.441,86.93,86.93,98.784,91.185,86.018,98.176,86.93,91.489,86.018,98.784,86.626,89.97,98.48,100
PP_0496,97.5,99.375,99.583,99.375,99.583,100,96.458,99.583,97.5,,95.417,96.667,95.208,97.5,96.667,96.25,100,100,99.583,99.583,87.708,99.375,97.5,96.667,89.583,94.792,77.197,100,99.583,98.75,97.292,96.042,100,89.77,,94.792,94.792,96.458,96.458,90.208,95.208,96.458,96.458,96.458,96.458,97.708,91.268,97.708,76.875,77.197,96.042,99.583,98.75,96.458,94.6,100,96.25,99.792,99.792,99.583,96.667,99.583,90.644,96.042,95.833,94.792,99.583,99.583,90.833,98.75,98.75,98.75,96.458,96.458,99.167,96.667,95,99.583,95.208,96.458,95,99.583,95.208,97.959,99.583,100
PP_0497,91.45,100,99.628,100,99.628,100,96.654,99.628,92.193,,88.148,96.283,91.078,95.539,96.283,96.283,100,100,99.628,99.628,84.191,100,91.45,96.654,84.926,95.167,,100,99.628,97.398,92.193,95.539,100,84.559,77.941,88.519,88.519,96.654,85.556,83.456,95.911,85.556,85.556,85.556,85.556,96.654,,96.654,,,94.796,99.628,97.398,95.539,91.111,100,96.283,100,100,99.628,96.283,100,,94.424,94.052,88.148,100,100,90.741,97.398,97.398,97.398,95.539,95.539,100,96.283,94.796,99.628,95.911,96.654,94.796,99.628,94.796,96.654,99.628,100
PP_0498,,96.441,98.932,96.085,96.797,96.085,86.833,98.932,,,,,68.093,,,86.477,100,,96.797,,74.46,95.73,,87.189,61.151,,,100,98.932,95.018,,,100,61.511,,70.251,70.609,85.409,74.286,,,74.643,74.643,74.643,74.643,86.121,,85.409,,,86.833,98.932,95.018,84.698,,100,,96.441,96.441,96.797,87.189,96.085,,,,,96.085,96.085,68.592,95.374,95.374,95.374,,,95.73,87.189,,98.932,,86.833,,,,86.121,98.893,100
PP_0500,98.962,100,99.66,100,99.308,100,97.232,99.66,98.616,96.587,93.878,96.886,94.464,98.299,96.886,97.578,100,100,99.308,99.654,,100,98.98,97.279,90.476,96.939,88.095,100,99.66,99.66,98.639,98.299,100,90.476,80.887,93.878,93.878,97.279,94.218,90.476,97.279,94.218,94.218,94.218,94.218,98.299,87.889,98.299,,88.095,97.959,99.66,99.66,97.279,94.218,100,97.619,100,100,99.66,97.279,100,87.755,97.959,97.959,93.878,100,100,91.156,99.66,99.66,99.66,97.279,97.279,100,97.279,96.939,99.66,97.279,97.279,96.939,99.66,96.939,98.27,99.654,100
PP_0501,94.194,98.955,98.71,99.677,99.355,99.677,96.44,98.71,93.871,,89.644,96.117,87.702,95.161,96.117,96.774,100,100,99.355,99.355,85.761,99.677,94.194,96.764,82.201,89.32,79.935,100,98.71,99.355,93.871,97.087,100,82.524,71.521,88.35,88.35,96.44,89.32,82.848,93.204,89.32,89.32,89.32,89.32,97.411,78.317,97.411,73.485,79.935,90.939,98.71,99.355,96.764,88.35,100,96.452,99.677,99.677,99.355,96.764,99.355,76.375,89.968,90.291,89.644,99.355,99.677,89.355,98.71,98.71,99.355,90.291,90.291,99.677,96.764,89.32,98.71,93.204,96.44,89.32,99.355,89.32,97.411,98.71,100
PP_0502,88.356,97.959,99.32,98.639,98.639,100,90.476,99.32,89.041,,78.102,90.476,,88.356,90.476,91.156,100,100,98.639,99.32,60.584,100,88.356,91.156,63.504,,65,100,99.27,96.599,88.356,,100,63.504,,80.952,79.592,92.517,80.851,,,80.851,80.851,80.851,80.851,89.726,,89.041,,65,86.301,99.32,96.599,91.837,,100,91.156,100,100,99.32,91.837,100,,82.993,82.993,,98.639,100,77.551,96.599,96.599,96.599,81.507,81.507,99.32,91.837,,99.32,,90.476,,99.32,82.993,89.726,99.32,100
PP_0503,,96.509,99.002,96.509,96.758,96.509,89.776,,90.274,,69.191,89.776,67.287,88.529,89.776,90.524,100,100,96.758,96.758,,96.509,90.274,89.776,,,61.702,100,98.504,97.506,90.274,,100,,,67.969,68.75,89.776,71.547,,,71.823,71.823,71.823,71.823,88.529,,88.279,,61.702,78.086,99.002,97.506,89.776,,100,90.025,96.509,96.509,96.509,89.027,96.758,,73.935,74.436,,96.509,96.259,69.291,97.506,97.506,97.506,79.849,79.849,95.761,89.027,,99.002,,89.776,,96.758,77.307,88.529,99.002,100
PP_0504,92.07,98.238,99.559,98.238,98.238,98.238,99.119,99.559,92.511,91.63,87.225,99.119,92.952,94.714,99.559,98.678,100,100,98.238,98.238,84.581,98.238,92.07,99.119,85.463,95.595,,100,99.559,99.119,91.189,99.559,100,85.463,68.103,87.665,87.665,98.678,87.665,77.533,93.833,87.225,87.225,87.225,87.225,96.035,,96.035,,,94.273,99.559,99.119,99.119,89.427,100,99.559,98.238,98.238,98.238,99.119,98.238,,100,100,88.106,98.238,98.238,88.106,99.119,99.119,99.119,95.154,95.154,98.238,99.119,95.595,99.559,93.833,99.119,95.595,98.238,95.595,96.476,99.559,100
PP_0505,85.782,98.235,98.235,85.646,98.824,98.235,96.471,98.235,80.095,,,96.471,73.333,,96.471,97.059,100,100,98.824,98.235,,85.714,85.782,95.882,,,,100,98.235,98.235,89.474,86.124,100,,,74.163,82.967,96.045,82.447,,87.143,82.447,82.447,82.447,82.447,,,,,,,98.113,98.235,96.471,,100,97.059,86.19,86.19,98.235,96.471,,,,,,94.706,,,98.235,98.235,98.235,88.235,88.235,98.235,96.471,,98.235,87.143,96.471,,98.235,,,98.235,100
PP_0506,96.912,99.287,99.287,98.812,99.05,98.812,97.862,99.287,97.387,96.675,94.062,97.387,95.249,96.675,97.387,98.1,100,100,99.05,99.287,91.686,98.812,96.912,98.1,91.211,97.387,87.173,100,99.287,98.812,97.387,98.812,100,91.211,81.71,95.724,95.724,98.1,91.686,93.824,97.387,91.211,91.211,91.211,91.211,98.575,88.361,98.575,84.561,87.173,97.862,99.287,98.812,97.862,93.824,100,98.337,98.575,98.575,99.287,97.625,98.812,88.124,96.912,97.15,93.587,98.812,98.812,94.299,98.812,98.812,98.812,96.912,96.912,99.05,97.625,97.15,99.287,97.387,97.862,97.15,99.287,96.912,98.575,99.287,100
PP_0507,94.492,98.729,99.576,98.729,99.153,99.153,94.068,100,94.068,,89.407,94.068,88.136,93.644,94.068,94.068,100,99.569,99.153,98.729,84.549,99.153,94.492,94.068,85.408,91.525,81.702,100,100,99.153,94.068,92.373,100,85.408,76.419,89.831,89.407,93.644,86.017,85.408,90.254,86.017,86.017,86.017,86.017,93.644,82.128,93.644,82.979,81.702,91.949,100,99.153,94.068,90.254,100,93.22,99.153,99.153,98.729,93.644,98.729,82.128,91.102,91.525,88.136,99.153,99.153,87.288,99.153,98.729,99.153,90.678,90.678,99.153,93.644,91.949,100,89.831,94.068,91.525,98.729,91.525,93.644,99.576,100
PP_0508,88.957,94.118,92.727,92.353,94.012,94.118,91.411,93.333,88.957,,75.309,89.697,78.866,92.771,89.697,92.169,100,100,94.012,93.333,,92.941,88.957,91.018,69.663,82.424,68.362,100,93.333,93.413,88.957,91.018,100,69.663,,80.24,81.212,91.018,72.678,75.46,87.73,73.224,73.224,73.224,73.224,89.82,66.298,89.82,60.92,68.362,81.818,93.413,93.413,90.419,73.653,100,91.566,93.529,93.529,94.012,91.018,93.529,63.102,87.006,87.425,76.136,91.176,94.118,70.37,94.012,97.409,95.855,81.437,81.437,94.012,91.018,83.333,93.333,88.485,91.411,82.424,93.333,81.818,89.222,92.727,100
PP_0509,85.088,93.86,94.737,94.737,93.86,94.737,66.667,94.737,86.408,85.437,78.947,89.474,,87.719,89.474,91.228,100,100,93.86,93.86,,94.737,85.088,87.719,66.667,82.456,62.281,100,94.737,97.368,88.596,89.474,100,68.421,,79.825,78.07,89.474,74.783,66.667,85.965,76.522,76.522,76.522,76.522,63.158,,63.158,,62.281,83.333,94.737,97.368,87.719,80.702,100,92.105,94.737,94.737,94.737,87.719,94.737,,84.211,85.088,79.825,94.737,94.737,68.421,97.368,97.368,98.246,84.211,84.211,94.737,87.719,82.456,94.737,85.088,66.667,81.579,93.86,84.211,63.158,94.737,100
PP_0510,96.897,98.276,99.31,98.621,98.966,98.276,97.586,99.31,96.897,,93.103,97.586,90,96.897,97.586,96.897,100,100,98.966,98.621,80.345,98.276,96.897,96.552,77.931,93.793,77.931,100,99.31,98.621,96.897,97.931,100,78.276,76.307,91.724,92.759,96.897,91.259,80,95.172,91.608,91.608,91.608,91.608,95.172,77.586,95.517,80.69,77.931,95.517,99.31,98.621,96.897,93.08,100,97.241,98.966,98.966,98.621,97.241,97.931,76.207,94.828,95.172,92.069,98.621,98.621,88.927,98.276,98.621,98.621,93.793,93.793,98.621,96.897,93.448,99.31,95.172,97.586,93.448,98.621,93.793,95.172,99.31,100
PP_0512,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_0513,100,100,100,100,100,100,99.351,100,99.231,,98.052,100,97.403,100,100,99.351,100,100,100,100,94.805,100,100,99.351,94.805,99.351,92.208,100,100,100,100,99.351,100,94.805,88.961,99.351,99.351,99.351,97.403,95.455,99.351,97.403,97.403,97.403,97.403,99.351,92.208,99.351,91.026,92.208,100,100,100,99.351,98.052,100,99.351,100,100,100,100,100,92.208,99.351,99.351,98.052,99.351,100,93.506,100,100,100,99.351,99.351,100,99.351,99.351,100,99.351,99.351,99.351,100,99.351,99.351,100,100
PP_0514,96.543,99.468,99.468,98.936,98.67,99.202,98.138,99.468,96.277,,91.755,97.34,92.287,96.277,97.34,97.606,100,100,98.67,99.202,86.702,98.936,96.543,98.138,85.45,92.819,78.042,100,99.468,97.606,96.277,96.543,100,85.185,,90.642,90.107,97.34,90.957,85.904,94.947,91.223,91.223,91.223,91.223,96.277,77.249,96.809,,77.778,96.277,99.468,97.606,98.404,91.755,100,97.34,98.936,98.936,99.468,97.074,98.936,75.661,93.351,93.085,91.005,99.202,98.936,89.362,97.606,97.606,97.606,94.947,94.947,99.468,98.404,92.287,99.468,94.681,98.138,93.085,99.202,92.553,96.032,99.468,100
PP_0515,100,100,99.548,100,100,99.548,99.548,100,100,100,96.833,98.643,97.738,100,98.643,99.548,100,100,100,100,93.213,100,100,99.548,90.95,99.095,85.068,100,100,100,100,99.548,100,90.95,86.869,97.285,97.285,99.548,96.833,90.95,99.548,96.833,96.833,96.833,96.833,100,86.878,100,85.068,85.068,99.095,99.548,100,99.548,97.285,100,99.548,99.548,99.548,100,98.643,100,86.878,99.095,99.095,97.285,100,100,95.475,100,100,100,99.095,99.095,100,99.548,99.095,100,99.548,99.548,99.095,100,99.548,100,99.548,100
PP_0516,99.174,100,100,100,100,100,99.174,100,99.174,99.174,94.49,99.449,99.174,99.174,99.449,98.898,100,100,100,100,93.681,100,99.174,99.174,93.939,98.347,92.837,100,100,99.449,99.174,99.449,100,93.939,84.658,97.796,97.521,98.898,97.521,97.796,99.174,97.521,97.521,97.521,97.521,99.174,92.287,99.174,90.634,92.837,98.623,100,99.449,99.174,94.766,100,98.898,100,100,100,99.449,100,92.287,99.174,99.174,94.766,100,100,95.317,99.449,99.449,99.449,98.623,98.623,100,99.174,98.623,100,98.623,99.174,98.347,100,98.623,99.174,100,100
PP_0517,100,100,100,100,100,100,100,100,100,99.281,98.734,100,99.367,99.359,100,100,100,100,100,100,96.835,100,100,100,97.468,98.734,97.468,100,100,99.367,100,100,100,97.468,94.937,100,100,99.367,98.101,96.835,100,98.101,98.101,98.101,98.101,100,97.468,100,97.468,97.468,98.101,100,99.367,100,98.734,100,100,100,100,100,100,100,97.468,100,100,98.734,100,100,100,100,100,100,97.468,97.468,100,100,98.734,100,100,100,98.734,100,99.367,100,100,100
PP_0518,94.578,100,100,100,100,100,97.59,100,94.578,,92.169,96.386,92.169,100,96.386,97.59,100,100,100,100,89.759,100,94.578,97.59,92.771,96.386,88.554,100,100,100,94.578,100,100,92.771,65.806,90.964,90.964,97.59,93.976,89.759,96.386,93.976,93.976,93.976,93.976,100,89.759,99.398,77.711,88.554,100,100,100,97.59,90.964,100,97.59,100,100,100,96.386,100,88.554,90.964,90.964,92.169,100,100,87.952,100,100,100,100,100,100,97.59,96.386,100,96.988,97.59,96.386,100,96.386,100,100,100
PP_0519,82.609,96.273,99.689,96.894,96.894,97.205,95.031,99.689,81.677,,83.851,94.72,84.259,82.298,94.72,95.031,100,100,96.894,97.205,77.95,97.205,82.919,95.031,76.101,90.373,73.292,100,99.689,96.584,81.677,94.099,100,76.415,,87.267,86.335,95.031,84.783,72.36,92.236,84.161,84.161,84.161,84.161,94.72,73.602,94.72,73.602,73.292,92.547,99.689,96.584,95.031,82.609,100,94.72,96.894,96.894,97.205,94.41,96.894,74.224,84.472,84.783,83.23,96.894,97.205,79.193,96.584,96.584,96.273,94.099,94.099,96.894,95.031,90.373,99.689,92.236,95.031,90.373,97.205,90.683,94.72,99.689,100
